path	sha256	category	external_citers	status	durable_destination	record_disposition	consumed_by	shipped_evidence	open_owner_decisions	rationale
.myrobots/2026-08-24-bespoke-wave7/midiLane/dock-bound.html	7b8b4934adc6ad611cbe12a17b6098d940796d1851aeb3ce39a5be90f02737f0	package	0	stale	none	consume-stage4	#2204 (91e6a8acfb)	midiLane face shipped: midi-lane.ts:524-530 MIDI_LANE_FACE { glyph:'none', extension:'midiLane' }, :614 face, :635 controlFamilies; ui/modules/midiLane/{MidiLaneDeviceBody.svelte, midi-lane-status-model.ts, shell-extension.ts}; midi-lane-cell-actions.ts; midi-lane-face-model.test.ts.	none	The bound/learning distinguishing-state mock; body shipped, module-specific drawing.
.myrobots/2026-08-24-bespoke-wave7/midiLane/dock.html	3b4ab7c84d9c7d336daccdff9f64ca40723be94c9434d91fe7512415c7189ada	package	0	stale	none	consume-stage4	#2204 (91e6a8acfb)	face-midiLane-{compact,dock}.png committed; _shell-faces.ts:4244 entry; midiLane absent from vrt-exemptions.ts.	none	The pre-connect resting mock that argued the drain; baseline exists, mock consumed.
.myrobots/2026-08-24-bespoke-wave7/midiLane/spec.md	d1a0e68e6906d314e7d9511ed2514900fbc5ab1faf23e933b145c0abaf8e954b	package	0	stale	skill:module-surfaces	consume-stage4	#2204 (91e6a8acfb); blocker retired by #2200	The §0.3 'blocked on an owner decision' verdict was overtaken: the TYPED-ENTRY face cell shipped (#2200 9889d905c4, retiring needs-note-entry-cell), midiLane promoted in #2204 (title: 'the TYPED-ENTRY cell had ZERO adopters'), and the inventory gate + legacy card were deleted (#2349). Tree: STRICT_FACES strict-faces.ts:4789; MidiLaneDeviceBody status-primitive (face-rack-status-source.test.ts:1157); midi-lane-cell-actions.ts and MidiLaneDeviceBody.svelte each carry mutateNode/LOCAL_ORIGIN writes (the D1 .data payment); shell-cells.ts:507 text-kind probes exist.	none	The one decision it escalated was answered by a fourth route it did not list (build the typed-entry cell) and then made moot by legacy removal, so it is stale. Reusable and not in the skill: the transport discriminator — PERMISSION vs PROCESS vs NEITHER predicts empty state, roster arity, VRT argument and glyph availability (§12); the 'is the roster fixed when the def is authored?' params-vs-node.data partition (§3.1); bandFocus requires a PARAM (§4).
.myrobots/2026-08-24-bespoke-wave7/outToLaunch/dock-bound.html	22b905c285b7b5409c0bff861358285b36ddf73ac0265187d17c276e9a6edd80	package	0	stale	none	consume-stage4	#2208 (f7412d966f)	outToLaunch face shipped: out-to-launch.ts:238-241 face { glyph:'none', order:['out-to-launch-connect-{n}','bright','gamma'], extension:'outToLaunch' }, :142 controlFamilies; ui/modules/outToLaunch/{OutToLaunchMonitorBody.svelte, out-to-launch-preview.ts, out-to-launch-status-model.ts(+test), shell-extension.ts}; out-to-launch-face.spec.ts.	none	The connected-and-bound mock (not reachable in CI); body shipped, module-specific drawing.
.myrobots/2026-08-24-bespoke-wave7/outToLaunch/dock.html	5bbb87273481b4c4d77a9bc5df2bcb88407ceaee3d9f0784bfb27887c92aeb92	package	0	stale	none	consume-stage4	#2208 (f7412d966f)	face-outToLaunch-{compact,dock}.png committed; _shell-faces.ts:4355 entry; VideoTileThumb.svelte:143/:187 records that the texture-less guard is 'what lets face-outToLaunch-compact be a real baseline instead of a mask'.	none	The spawn-state mock (81 unlit sockets) that the baseline captures; baseline exists, mock consumed.
.myrobots/2026-08-24-bespoke-wave7/outToLaunch/spec.md	a7c46880b707e6642804491abb9b8334b4eef4d4c4afb8f77551f79900849113	package	0	stale	skill:module-surfaces	consume-stage4	#2208 (f7412d966f)	PROMOTE-WITH-PRECURSOR delivered (#2208 title: 'its lane tile was painting ANOTHER node's video, because a texture-less sink snapshots the shared drawing buffer'), but NOT in the shape §0.4 chose: module-shell-model.ts:184-186 hasVideoSurface is still `domain === 'video'`; the D1 fix landed as a texture-less guard in VideoTileThumb.svelte (:63-66, :130-143, :179-187). STRICT_FACES strict-faces.ts:4921; EXTENSION_BODY_ROLES outToLaunch (face-rack-status-source.test.ts:541); out-to-launch-face.spec.ts. D3 residual: node-launchpad-monitor-registry.svelte.ts and out-to-launch.ts contain no persistence/restore of the monitor bind.	Whether the outToLaunch monitor binding should persist across a page load (per-machine like launchpadControlLeft's localStorage, or per-node in node.data with its multiplayer edge) — spec D3/§7 routed this out of the face PR as a design decision and the tree still keeps the bind in-memory only.	Shipped, with the tree choosing a different fix site for the borrowed-picture defect (code wins over §0.4). Reusable and not in the skill: the 'WHO OWNS THE DEVICE'S LIFETIME — a graph node or the machine' discriminator (§14.1) and the shared-arbiter-not-shared-body corollary (§14.2/§14.3).
.myrobots/2026-08-24-bespoke-wave7/push2Control/dock-connected.html	3619540a974a01df755dd5f5f86f7acf41286727a763db626435d3ede224a51f	package	0	stale	none	consume-stage4	#2202 (1e266c0495)	push2Control face shipped: push2-control.ts:208-211 face { glyph:'none', order:['push2-control-connect-{n}'], extension:'push2Control' }, :122 controlFamilies; ui/modules/push2Control/{Push2SurfaceBody.svelte (mounts a canvas), push2-binder-status-model.ts(+test), shell-extension.ts}; push2-cell-actions.ts; push2-face.spec.ts.	none	The connected/bound/LEGEND mock (patch-dependent replica); body shipped, module-specific drawing.
.myrobots/2026-08-24-bespoke-wave7/push2Control/dock.html	dc13a65bb5613fa616748adcec97ff6da1f6445d1ababf1f234fa94f646aa9ec	package	0	stale	none	consume-stage4	#2202 (1e266c0495)	face-push2Control-{compact,dock}.png committed; _shell-faces.ts:4156 entry; push2Control absent from vrt-exemptions.ts.	none	The spawn-state mock with the empty replica and lane-tile before/after; baseline exists, mock consumed.
.myrobots/2026-08-24-bespoke-wave7/push2Control/spec.md	b43f4ddf3cc536eed526c7d1d4939e4c9a34951a8e3ea5fe314dbaffe7d27e0d	package	0	stale	none	consume-stage4	#2202 (1e266c0495)	PROMOTE delivered (#2202 title: 'the inventory led with a PAD GRID the app has never painted, and the view segment repainted nothing on the shipped card'): STRICT_FACES strict-faces.ts:4751; push2-control.ts:184-211 face with the single CONNECT action cell; Push2SurfaceBody.svelte is a 2-D canvas body (EXTENSION_BODY_ROLES push2Control at face-rack-status-source.test.ts:1432); push2-face.spec.ts covers the default shell (the ledger-2 second spec). Legacy-card, ?shell=legacy and 3-PNG rows are stale (#2349).	none	Shipped as specified. Its transferable lessons — localStorage/per-machine state as a legitimate fifth home that forbids a family cell over it, the same-action+state-word caption rule, canvas replica as module artwork, 2-D vs WebGL attest enrolment — are already carried by SURFACES §3.1/§4/§6 and README §4, so nothing unique remains to extract from the module-specific spec.
.myrobots/2026-08-24-clip-menu-proof/after-pad-menu.png	fbe810fe82c34b778fddece23d41eaecb85cbfc5fa4985b589e804c0b5afe01c	package	0	current	none	consume-stage4	#2178 (c2830bd2ca) committed the proof and shipped the fix; module face shipped #2326 (9927cb3acb); legacy card removed #2349 (622d121675)	Menu content matches origin/main: shared ClipplayerClipMenu.svelte rendered by ClipplayerLaunchPanel.svelte and ClipplayerNotePanel.svelte via `ClipplayerMenuAt` (clipplayer-face-model.ts:63); e2e/tests/clipplayer-right-click-menu.spec.ts pins TOP_LEVEL = ['note probability','pitch probability','skip every','copy','paste','clear'] on both surfaces. Host surface shown (stacked legacy card with GRID/CLIP/ARR/CTRL view tabs) was replaced by the railed tabbed face (#2326, STRICT_FACES 'clipplayer' at strict-faces.ts:6749) and the card deleted in #2349.	Confirm clipplayer now takes the STANDARD 3-leg consumption gate: docs/migrations/myrobots-retirement-plan.md still says clipplayer is 'card stays, no face' and 'not marked consumed by the standard gate', but origin/main has 'clipplayer' in STRICT_FACES (#2326) and the card removed (#2349) — the plan prose is stale, the tree wins.	'After' screenshot of the pad menu's top level (note probability / pitch probability / skip every / copy / paste(disabled) / clear); the menu it proves is exactly what the tree ships and tests today, only the surrounding card chrome is gone. Image carries no extractable prose; the structural lesson is already recorded in-tree. Routed consume-stage4 per the owner-approved routing table naming clip-menu-proof; archives to evidence/archive/2026 once the 3-leg gate is recorded.
.myrobots/2026-08-24-clip-menu-proof/after-pad-note-probability-flyout.png	35bf3d3d4c6d6226c8e3ab365555ffb39e8bcae97ad66ad86cd5d2a98ec5d58a	package	0	current	none	consume-stage4	#2178 (c2830bd2ca) committed the proof and shipped the fix; module face shipped #2326 (9927cb3acb); legacy card removed #2349 (622d121675)	Flyout behaviour shipped: clip-scope 'note probability' writes the clip's defaultProb (only clip-level field), asserted in e2e/tests/clipplayer-right-click-menu.spec.ts (~line 203, level 20 of 40 = 50%) and rendered by ClipplayerClipMenu.svelte; clipplayer in STRICT_FACES (#2326, strict-faces.ts:6749); card surface deleted #2349.	Confirm clipplayer now takes the STANDARD 3-leg consumption gate: docs/migrations/myrobots-retirement-plan.md still says clipplayer is 'card stays, no face' and 'not marked consumed by the standard gate', but origin/main has 'clipplayer' in STRICT_FACES (#2326) and the card removed (#2349) — the plan prose is stale, the tree wins.	'After' screenshot of the note-probability percentage flyout (100% checked, 97.5% … 67.5% visible) opened from a launcher pad; matches the shipped shared menu and its spec. No prose to extract. consume-stage4 per the routing table's explicit naming of clip-menu-proof.
.myrobots/2026-08-24-clip-menu-proof/after-pad-skip-every-flyout.png	f4237c1219a17c3ce1161ad2f757cd0dd9b2e9b72cfa117b41a774733c2ad7e6	package	0	current	none	consume-stage4	#2178 (c2830bd2ca) committed the proof and shipped the fix; module face shipped #2326 (9927cb3acb); legacy card removed #2349 (622d121675)	Flyout behaviour shipped: clip-scope 'skip every' is a bulk write of playEvery over the clip's notes (1 (every) … 8), asserted in e2e/tests/clipplayer-right-click-menu.spec.ts (~line 217) and e2e/tests/clipplayer-play-every.spec.ts; rendered by ClipplayerClipMenu.svelte; clipplayer in STRICT_FACES (#2326, strict-faces.ts:6749); card surface deleted #2349.	Confirm clipplayer now takes the STANDARD 3-leg consumption gate: docs/migrations/myrobots-retirement-plan.md still says clipplayer is 'card stays, no face' and 'not marked consumed by the standard gate', but origin/main has 'clipplayer' in STRICT_FACES (#2326) and the card removed (#2349) — the plan prose is stale, the tree wins.	'After' screenshot of the skip-every flyout (1 (every) checked, 2–8) opened from a launcher pad; matches the shipped shared menu and its spec. No prose to extract. consume-stage4 per the routing table's explicit naming of clip-menu-proof; final home is evidence/archive/2026.
.myrobots/2026-08-24-clip-menu-proof/before-pad-menu-flat.png	9d0ca1266ba6f65d5fdc7e92559402236e5887d218fd88d36cbfcd205811401c	package	0	stale	none	consume-stage4	#2178 (c2830bd2ca) committed the proof and shipped the fix; module face shipped #2326 (9927cb3acb); legacy card removed #2349 (622d121675)	Superseded by #2178 (c2830bd2ca): the flat 'Clip probability' 40-row pad list it depicts no longer exists; the menu is now the shared packages/web/src/lib/ui/modules/clipplayer/ClipplayerClipMenu.svelte driven by the `ClipplayerMenuAt` {kind:'note'|'clip'} union in clipplayer-face-model.ts, asserted by e2e/tests/clipplayer-right-click-menu.spec.ts (TOP_LEVEL = note probability / pitch probability / skip every / copy / paste / clear, derived-equal across both surfaces). The card surface shown was deleted in #2349 (622d121675); clipplayer is in STRICT_FACES via #2326 (9927cb3acb, strict-faces.ts:6749).	Confirm clipplayer now takes the STANDARD 3-leg consumption gate: docs/migrations/myrobots-retirement-plan.md still says clipplayer is 'card stays, no face' and 'not marked consumed by the standard gate', but origin/main has 'clipplayer' in STRICT_FACES (#2326) and the card removed (#2349) — the plan prose is stale, the tree wins.	A 1280x720 'before' screenshot (legacy card, v1.4.0) proving the launcher-pad right-click menu was still the flat percentage list; it documents a defect that #2178 fixed and a surface #2349 deleted, so it is stale by design. No text to extract — the reusable lesson (spec was green on the wrong surface; one markup block, two entry points, derived equality assertion) already lives in-tree in the spec header and the ClipplayerMenuAt doc comment. Routed consume-stage4 because the owner-approved routing table names clip-menu-proof explicitly; end state is evidence/archive/2026 after the gate.
.myrobots/2026-08-25-vrt-zero-tolerance-measurement.md	64e5282f06fd1aba1fd85fb6aac18ded48c986f48dcc5975333220b7d363514c	session-narrative	0	stale	skill:renderer-tests	evidence-archive	n/a	Shipped via PR #2220 (merge 2a3d5c141c, 2026-08-26; the record's own commit): e2e/vrt/_shell-faces.ts:6524-6525 `COMPACT_MAX_DIFF = 0` / `DOCK_MAX_DIFF = 0` (consumed as maxDiffPixels at e2e/vrt/workflow-shell-faces.spec.ts:530,701); spirographs `simPin: __videoEngineFreezeTime` (_shell-faces.ts:309); pong `__pongVrtSeed` 48-ticks-then-stop (packages/web/src/lib/audio/modules/pong.ts:340, _shell-faces.ts:3246); outlines warm-up reorder `sim.setParams(liveSpawnParams())` before the `VRT_PIN_STEPS` loop (packages/web/src/lib/video/modules/outlines.ts:109,803-809); mirrorpool/matrixMix `scenes: ['dock']` (_shell-faces.ts:1359,3734) registered through `faceTiers` (_shell-faces.ts:6699 → workflow-shell-faces.spec.ts:458); e2e/vrt/vrt-determinism-probe.spec.ts exists as a manual `VRT_PROBE=1` instrument (not wired to any CI lane). SUPERSEDED by the tree: e2e/vrt/vrt.config.ts:498-499 is now `threshold: 0.01, maxDiffPixelRatio: 0` — PR #2274 (merge 995e44a146, owner ruling 2026-08-29 ±2-LSB AA band, pinned by packages/web/src/lib/ui/vrt-comparator-band.test.ts) explicitly supersedes the 2026-08-25 threshold-0 ruling and resolves the record's 'owner has not ruled' dx7-dock/videoOut-compact 1-LSB items; legacy cards, `vrt.spec.ts` card baselines and `STRICT_VRT_MODULES` are gone (PR #2349, merge 622d121675, 2026-09-06) so the record's '7 cards in vrt-strict / 14 cards outside STRICT_VRT_MODULES' rows describe a deleted subsystem; scripts/vrt-watch.mjs:286-300 now takes the BEFORE mark from the run headSha and prints an explicit 'could not read origin/<branch>' instead of a silent zero (the 'watcher lied' defect). Still true: .github/workflows/ci.yml:27-31 documents that baselines outside vrt-strict are authored but never compared (the 95-unwatched finding, owner-accepted).	`railFit`/`railDotsW` (packages/web/src/lib/ui/PatchPanel.svelte:273-301) still has no coverage at the tile's real zoom — the record reported it as 'worth gating, not built', and under the no-new-gates-without-discussion ruling only the owner can decide whether to add one. (The informational-lane baselines that nothing compares remain authored-but-unwatched; ci.yml records that as an accepted cost, so it is treated as decided.)	A historical measurement/proof artifact whose mechanism (per-scene 0 px budgets, simPin/seed pins, outlines fix, tier removal) shipped in #2220, but whose headline `threshold: 0`, its unresolved LSB-nondeterminism question, and every card/STRICT_VRT_MODULES reference were overturned by #2274 and #2349 — CODE WINS, so stale. Its durable lessons (boot-vs-boot probe vs boot-vs-baseline are different questions and a two-boot probe cannot see 1-in-N instability; a `freeze` ParamDef buys intra-boot stillness only and costs an attest re-pin while `simPin` costs neither; predicted-vs-committed file count with bucket-1/bucket-2 attribution; the face-outlines-dock black-baseline precedent for never re-capturing a regression away; required-vs-non-required VRT coverage) extend the renderer-tests skill; the raw file keeps unique measured numbers and run IDs cited by vrt.config.ts's own history block, so archive rather than remove.
.myrobots/2026-09-02-mixmstrs-multitrack-clip-recording/spec.md	a2600ce5741020e3deb8561f29b95104abcb5fb1d5eb5f5c83fb3b296aab41e7	package	1	stale	adr	evidence-active	#2329, #2332, #2335, #2339, #2340, #2342, #2348, #2360, #2362 (merged); #2375 open (PR 2, not on main)	Slices 1-5 + band removal are on origin/main: clip-types.ts exports clipLengthSteps/clipPadState/audioRecState and ClipPlayerData.audioRec (#2329); packages/web/src/lib/audio/clip-media-store.ts, clip-media.ts, clip-lane-return.ts, clip-audio-cache.ts (#2332); mixmstrs.ts boardIn inserts + read('recTaps') + mixmstrsRecTapPair, mixmstrs.dsp '22 audio outputs' stereo taps, art/scenarios/mixmstrs/board-insert-identity.test.ts + rec-tap-points.test.ts (#2335, #2339); packages/dsp/src/clip-recorder.ts + clip-audio-rec-machine.ts (#2340); node-clip-recorder-registry.svelte.ts + clipplayer audio{N}L/R outputs (#2342, #2348, #2360); §0.5 'PR 1' shipped as #2362 (79f071d729) — no ch{N}_rec/ch{N}_mon/recTap/recQuality params remain in mixmstrs.ts, registry idles with no arm source, e2e/tests/cliprec-registry-idles.spec.ts. STRICT_FACES has both 'mixmstrs' and 'clipplayer'. Superseding facts the prose misses: ClipplayerCard.svelte/MixmstrsCard.svelte are gone (#2349, 622d121675) so every two-surface/card-parity clause is dead; §6's 'slices 1-6 shipped' is false — slice 6/endless is NOT on main (registry comment: '2/endless is slice 6 … un-actioned until it lands') and the truncateEndless [cancelWorklet, beginCommit] take-losing defect is STILL LIVE on main (clip-audio-rec-machine.ts:185, clip-recorder.ts:136 'Discard silently: no done'); the fix and the per-clip toggle/CLIP-ENDLESS/endless spec live only in OPEN PR #2375 (feat/clipplayer-per-clip-recording, 3 checks failing at read time). No docs/adr or docs/design entry covers clip recording (docs/design/clip-launcher.md has zero hits for audio/record/mediaId/OPFS).	PR 2 (#2375) is the owner-preview, no-auto-merge PR per §0.5.7 — owner must review the full launcher record picture (per-lane toggle, CLIP/ENDLESS, LIVE/RECORDED, purple border) and the intended face-clipplayer-dock VRT move before it merges. Deferred by the owner and still unscheduled: the postmix capture toggle (clause 8 — 'name the seam, do not build it'), the quality ladder (§4.5 withdrawn 'until the owner asks'), slice 9 perf-zip (partly in #2375) and slice 10 video clips (interfaces only).	The design's shipped decisions and their why — media never in the Y.Doc (OPFS + mediaId), frame-count boundaries from the context clock with one 8-input worklet sharing one currentFrame, the tap upstream of the duck, lane-N↔channel-N as a graph-fact normal, per-key record over array for per-lane CRDT state, and the 2026-09-04 owner ruling that recording is a per-clip clipplayer feature grouped by lane — are undocumented anywhere in docs/ and belong in an ADR. The raw record stays active evidence (not archive) because its consuming PR #2375 is open, slice 6/endless and its named take-losing defect are unresolved on main, and it is the only record of the owner's §0.5 clauses; it is 'stale' because it still describes the removed legacy cards and a not-yet-shipped slice 6 as shipped.
.myrobots/2026-09-03-legacy-removal-plan-v2/ci-first-signal.md	f54e0c4d49bcec2ef36d8f3010d6535c828785c8da09e449722e2396d66a2862	package	0	stale	skill:renderer-tests	evidence-archive	n/a	PR #2349 merged as 622d121675 (2026-09-06). Every 'still open' row is resolved in the tree: `packages/web/src/lib/ui/controls/Button.svelte:74-91` guards setPointerCapture ('CAPTURE IS AN OPTIMISATION; THE FIRE IS THE POINT'); `packages/web/src/lib/ui/media/frame-producers.ts:503 FOXY_FRAME_PRODUCER`; `e2e/tests/per-module-per-port-outputs.spec.ts:110 SINK_CELL_DELTA = 4` + `VideoTileThumb.svelte:25 data-thumb-painted` (the idle-picture differential); `e2e/tests/doom-mp-lockstep-sharedstate.spec.ts:452 sampleSharedTics` rewritten as adaptive co-sampling (`WINDOW_MS`, `MIN_SHARED_TICS`) inside #2349; the attest was paid — `ci-webgl-attest/f12a9b00….json` is the only pin (renamed by #2349), so both recorded hashes aacfac95/9af32fc1 are historical. NOT shipped as predicted: `e2e/tests/_card-overflow.ts:44 EXEMPT_CONTROL_OVERFLOW` still carries the six card-era rows (clipplayer/cloudseed/graphicEq/ruttetra/synesthesia/wavesculpt quoted against 360x540/720x540 tiers) that this record said 'dies with the fleet'.	none (the DOOM sampleSharedTics decision this record deferred was made inside the merged PR)	A CI-triage record of a draft branch that has since merged; its prose still frames legacy as present and the attest/DOOM items as owed, so the tree supersedes it. Durable lessons — a dead testid makes toHaveCount(0) read as an ABSENT SURFACE not a port property; a video sweep passes on the sink's own idle gradient unless measured as a differential against that idle picture (with the transparent-black-before-first-tick trap); the attest normalizer strips only docs/controlFamilies/face/noUserControl — are not yet in renderer-tests/references/silent-failures.md.
.myrobots/2026-09-03-legacy-removal-plan-v2/s0-measures.md	cf908e6ef2141956f3998821271c91c4c16073c42930f92955395458b73db59b	package	0	stale	skill:module-surfaces	evidence-archive	n/a	All producer extractions shipped and the fleet it measured is gone: 0 `*Card.svelte` under `packages/web/src/lib/ui/modules` on origin/main; `packages/web/src/lib/ui/media/NodeVizSurfaceHost.svelte` (MountKind is now 'parked' | 'dock' — the 'card' claim kind was renamed), `node-frame-producers.ts`, `node-*-source-registry.ts` exist; `HeadlessSourceHost` absent from the tree; `e2e/vrt/vrt.config.ts:110 STRICT_MATCH = ['workflow-shell-faces.spec.ts']`; grouping-phase*/sticky-note specs absent (groups deleted, §Z's grouping-phase3:116 finding is moot). The plan.md/build-brief it measures against is not on main (rescued in tag myrobots-evidence-rescue-2026-09-07, per docs/migrations/myrobots-retirement-plan.md:95). The attest hash it verified (2f505b42) is superseded by ci-webgl-attest/f12a9b00….json.	none	Branch-point measurements (fleet counts, e2e denominator, boot-serialization ceiling) whose every number is superseded by a tree with no cards; CODE WINS. The durable, reusable part is the node-owned viz-surface design proven on wavesculpt/cube: ONE surface per node mounted by a node-keyed host, views CLAIM the canvas by DOM move with RANKED claims re-resolved on release, publish a host-owned display:contents wrapper (never the surface root) when the mount can re-key, defer the onWinner $state write with queueMicrotask; plus the anti-vacuity pattern of re-anchoring population gates on the instrument with synthetic inputs and running `playwright test --list` after any commit that can empty a derived set (an empty parseLaneSet collected ZERO tests lane-wide).
.myrobots/2026-09-03-legacy-removal-plan-v2/s2-progress.md	dbbd38d57730c96ef844ba64af5ad70fde61242049ee4d75a8feba2893b8e123	package	0	stale	skill:module-surfaces	evidence-archive	n/a	The e2e inversion shipped in #2349 (622d121675): `e2e/tests/_fixtures.ts:90` tombstones `rackLegacy` ('IS GONE, and it drained to zero'); zero non-comment `shell=legacy` sites outside .myrobots (only AGENTS.md:23-24's negation and three past-tense spec comments); grouping-phase1/2/3, sticky-note and save-group-and-naming specs absent; `db/schema/007_drop_saved_groups.sql` resolves the orphaned-table question the record raised (destructive drop, stated as a new precedent in its header); `dockRailRendersFace` survives only in comments (`controlSurface/shell-extension.ts:45`); NON_SHELL_LANE_TYPES lives at `legacy-fallback.ts:233`. Product fixes it records are in the tree (e.g. capture-phase Escape in the context menus, `clipplayerSelectClip` guard, proxy-identity pumps on face bodies).	(1) Shell faces render no CV-modulation motion (measured; lfo-modulation-visible.spec.ts deleted with its subject) — no ruling found in AGENTS.md, the skills or docs; live-modulation feedback on faces is new product work if wanted. (2) Escape closes the DOOM pane on the default shell (behaviour the card never had) — reported, no ruling recorded. (3) Named coverage loss: no @collab rename-sync test exists anywhere after in-card-title.spec.ts was deleted (verified: no @collab spec touches rename). (4) `e2e/tests/unpatch-patch-point.spec.ts:269` 'undo restores it' was deterministically red on the local preview at the time; still in the tree, status unverified.	A 100 KB drain-by-drain ledger for a merged branch; its resume-point framing, rackLegacy population counts and 'pending' rows are all superseded. The extractable value is the cross-module face-driving cookbook: tile and dock paint DIFFERENT primitives for one param; `control-<param>` / `shell-cell-<family>-<key>` / `faceplate-tab-<group>` (inactive dock pages are display:none); NEVER Escape inside a dock (closes the whole full view); node-drag grip is `.tile-kind`, right-click target `.tile-name`; the lane thumb is IntersectionObserver-gated so off-viewport pixel probes must read the engine seam (`vid.outputTexture`); never `:has`-rewrite a negative absence assertion; def formatter feeds aria-valuetext so readout claims survive as control state; plus two triage traps (Playwright truncates artifact dir slugs at ~26 chars — parse the reporter, and `tail -N` eats the failed list).
.myrobots/2026-09-03-legacy-removal-plan-v2/s3-vrt-map.md	0ed1605c03cc0a620cc65aefbcfe4e4334bf37523e17f2df3041faa6e632d599	package	0	stale	skill:renderer-tests	evidence-archive	n/a	S3 shipped in #2349: `e2e/vrt/vrt.spec.ts`, `e2e/vrt/vrt-exemptions.ts`, `e2e/vrt/vrt-legacy-mask-audit.spec.ts` and `packages/web/src/lib/ui/vrt-cable-stripe.*` are absent from origin/main; `e2e/vrt/__screenshots__/vrt.spec.ts/` holds 0 files (was 131); `e2e/vrt/vrt.config.ts:110` now reads `STRICT_MATCH = ['workflow-shell-faces.spec.ts']`. Its S5 sizing (236 user-facing 'card' strings) was executed: `camera-input.ts` has 0 'card' hits and the hardware exceptions survive (`sixstrum.ts` keeps 5 'classic card' strings).	none	A dependency map for a deletion that has landed; every count and file it names is gone or re-anchored, so it is stale by construction. The reusable renderer-tests lesson is required-vs-non-required VRT coverage: only STRICT_MATCH runs in a required CI lane, every FULL_MATCH scene is exercised solely by the capture path so breaking one costs zero required signal, and a vacuity tripwire must anchor on a list of NAMES checkable against the tree rather than a count. renderer-tests/SKILL.md and references/silent-failures.md do not yet state this.
.myrobots/2026-09-03-legacy-removal-plan-v2/s4-closeout.md	b285d0cf5752a798eed5e03daa5c6e220065b547886bb2bcaabef581c8e6e284	package	0	stale	skill:renderer-tests	evidence-archive	n/a	S4 landed in #2349 (622d121675, '196 cards deleted'); AGENTS.md:23-24 states ModuleShell is the ONLY module UI. Every 'STILL OWED' row is closed in the tree: `ModuleShellPlaceholder.svelte` absent; `scripts/new-module.ts:759,991` tombstone the card scaffold; `e2e/tests/collapse-keeps-playing.spec.ts:215` walks the surviving surfaces recursively; `e2e/vrt/vrt-live-surfaces.ts:360` says the mask roster is EMPTY and `VRT_FIXED_BOLT_PHASE` ships (the camera-blocker sequence was completed); the attest was paid on the final hash (`ci-webgl-attest/f12a9b00….json`, the only pin, renamed by #2349 — the aacfac95/9af32fc1 numbers in this record are historical); `_module-card.css` was pruned 561→416 lines in #2349 with a header naming its live subjects (rack tiers + rear-view patchbay) rather than merged into `_rackline-tile.css`.	none	Close-out of a slice that shipped; its hash numbers, 'still owed' list and 'machine not quiet' refusal narrative are all superseded by the merged tree. Durable renderer-tests material: what actually moves the WebGL attest hash (cards were NEVER in the 220-file basis — cube/wavesculpt enter via their *VizSurface.svelte — while retiring a def FIELD did move it, so predict from the normalizer's field list and re-check with `task webgl:attest:check`, never from a recorded number); a pre-flight 'machine not quiet' refusal is a TRUE refusal distinct from the playbook's four false ones; and a per-type `if (population.includes(type))` conditional goes silently false when its population is deleted even though the file-level floor holds. The 'deleting a subsystem — audit its generators' finding is already in memory.
.myrobots/2026-09-03-legacy-removal-plan-v2/s5-prose-sweep.md	51fb68bfe7a586753772499aee3d6cc5ef1562d21a99a2252219690916772fd6	package	0	stale	skill:module-surfaces	evidence-archive	n/a	The sweep shipped in #2349: 0 code `shell=legacy` sites outside .myrobots; `packages/web/src/lib/video/modules/camera-input.ts` has 0 'card' hits (the HELD item was done after the fold); the `def.card` field is gone from module defs (only a lint-test type stub at `module-docs-lint.test.ts:49` remains); `ModuleShellPlaceholder.svelte` absent; `data-dock-card` anchors live in `Canvas.svelte`/`PatchPanel.svelte`/`PickupCable.svelte` and the regression test exists at `e2e/tests/workflow-rear-card.spec.ts:708` ('a CANVAS-HIDDEN occupant renders a pickup ghost from its rear card'); the AUDIO_* fixture pools are gone (`_face-fixtures.ts` mentions them only in prose; `VIDEO_SINK_FIXTURE` survives with one consumer, workflow-shell-video.spec.ts:33). The DOOM exclusion this record applied was later lifted inside the same PR: #2349 changed `doom.ts` (+79/−72) and it now has 0 'card' hits, so the 'is DOOM in ruling 2's scope' question was answered by the merge.	none (DOOM prose scope was resolved in the merged PR)	An in-progress sweep log whose 'Remaining in S5' list is fully discharged in the tree. Reusable surface-cleanup lessons for module-surfaces: exclude DOOM by name from any broad sweep; seven 'card' strings name OTHER PEOPLE'S HARDWARE (sixstrum 'classic card', Push 2, ES-9) and a bare-noun sweep corrupts user-facing copy — guard on the qualifier; deleting an arm of a switch (laneRenderKind) silently changes every dev seam that injected an answer into it; dock geometry anchors must be a property of the DOCK frame, not of the content it happens to mount; and a bulk prose edit has three failure modes (string-quote context, sentence-initial case, escapes landing in comments) with the two one-line greps that catch them.
